Time(s),File,Token Count
4,/small.c,32958
15,/small.c,32801
17,/small.c,32770
19,/small.c,32140
20,/small.c,32048
22,/small.c,31946
24,/small.c,31914
27,/small.c,31907
30,/small.c,31911
32,/small.c,31839
35,/small.c,31645
37,/small.c,31546
39,/small.c,31341
41,/small.c,31308
43,/small.c,31221
45,/small.c,31075
47,/small.c,31056
51,/small.c,30488
52,/small.c,30440
53,/small.c,27017
54,/small.c,25776
55,/small.c,25170
55,/small.c,24883
56,/small.c,24632
58,/small.c,24398
59,/small.c,24389
59,/small.c,24255
60,/small.c,24242
61,/small.c,24141
63,/small.c,24136
64,/small.c,24100
65,/small.c,23946
66,/small.c,23855
68,/small.c,23833
70,/small.c,23753
71,/small.c,23717
72,/small.c,23674
73,/small.c,23671
74,/small.c,23575
75,/small.c,23567
78,/small.c,23536
79,/small.c,23535
80,/small.c,23522
81,/small.c,23525
84,/small.c,23420
86,/small.c,19140
87,/small.c,18994
87,/small.c,18705
88,/small.c,18576
88,/small.c,18380
89,/small.c,18319
90,/small.c,18312
92,/small.c,18291
92,/small.c,18270
93,/small.c,15039
94,/small.c,14994
94,/small.c,14980
95,/small.c,14970
95,/small.c,14956
97,/small.c,14948
99,/small.c,14949
99,/small.c,14940
100,/small.c,14940
101,/small.c,14935
102,/small.c,14940
103,/small.c,14932
104,/small.c,14927
104,/small.c,14924
105,/small.c,14921
107,/small.c,14803
108,/small.c,14793
109,/small.c,14787
109,/small.c,14780
110,/small.c,14773
112,/small.c,14762
114,/small.c,14690
115,/small.c,14591
117,/small.c,14584
117,/small.c,14579
118,/small.c,14573
119,/small.c,14568
120,/small.c,14565
120,/small.c,14523
121,/small.c,14502
121,/small.c,14383
122,/small.c,14378
123,/small.c,14374
125,/small.c,14367
125,/small.c,14362
126,/small.c,14314
126,/small.c,14319
128,/small.c,12807
128,/small.c,12306
128,/small.c,12286
129,/small.c,12274
129,/small.c,12258
129,/small.c,11802
130,/small.c,11658
130,/small.c,11654
131,/small.c,11602
131,/small.c,11022
132,/small.c,11018
133,/small.c,11013
134,/small.c,11005
134,/small.c,10973
134,/small.c,10876
135,/small.c,10871
135,/small.c,10814
136,/small.c,10787
136,/small.c,10782
137,/small.c,10770
138,/small.c,10614
138,/small.c,10464
139,/small.c,10183
139,/small.c,10026
139,/small.c,9748
140,/small.c,9744
140,/small.c,9713
141,/small.c,9709
141,/small.c,9610
142,/small.c,9573
142,/small.c,9555
143,/small.c,9546
143,/small.c,9544
144,/small.c,9480
144,/small.c,9465
144,/small.c,9410
145,/small.c,9407
146,/small.c,6220
146,/small.c,6208
147,/small.c,6130
148,/small.c,6125
148,/small.c,6064
148,/small.c,6054
149,/small.c,6044
150,/small.c,6021
151,/small.c,5969
151,/small.c,5912
151,/small.c,5898
151,/small.c,5857
152,/small.c,5848
153,/small.c,5842
153,/small.c,5753
154,/small.c,5507
154,/small.c,5495
155,/small.c,5438
155,/small.c,5160
155,/small.c,5159
156,/small.c,5114
157,/small.c,4999
158,/small.c,4990
159,/small.c,4981
159,/small.c,4972
159,/small.c,4960
160,/small.c,4951
160,/small.c,4921
161,/small.c,4912
161,/small.c,4901
162,/small.c,4892
162,/small.c,4881
163,/small.c,4870
163,/small.c,4858
164,/small.c,4837
164,/small.c,4828
165,/small.c,4805
165,/small.c,4781
166,/small.c,4776
166,/small.c,4765
166,/small.c,4753
167,/small.c,4717
167,/small.c,4644
168,/small.c,4629
168,/small.c,4619
168,/small.c,4601
169,/small.c,4589
169,/small.c,4580
169,/small.c,4566
170,/small.c,4552
170,/small.c,4537
170,/small.c,4378
170,/small.c,4188
171,/small.c,4173
171,/small.c,3498
171,/small.c,3486
172,/small.c,3485
172,/small.c,3489
174,/small.c,3467
174,/small.c,3420
176,/small.c,3386
176,/small.c,3372
177,/small.c,3363
179,/small.c,3358
179,/small.c,3351
179,/small.c,3103
180,/small.c,2861
180,/small.c,2641
180,/small.c,2636
181,/small.c,2636
181,/small.c,2627
181,/small.c,2632
182,/small.c,2541
182,/small.c,2536
182,/small.c,2531
183,/small.c,2524
184,/small.c,2519
186,/small.c,2509
187,/small.c,2191
189,/small.c,2036
189,/small.c,1753
190,/small.c,1748
192,/small.c,1746
192,/small.c,1734
193,/small.c,1725
193,/small.c,1713
193,/small.c,1706
193,/small.c,1705
194,/small.c,1709
194,/small.c,1708
194,/small.c,1702
196,/small.c,1673
196,/small.c,1647
197,/small.c,1636
197,/small.c,1626
199,/small.c,1609
199,/small.c,1589
199,/small.c,1569
200,/small.c,1567
200,/small.c,1557
200,/small.c,1550
203,/small.c,1414
209,/small.c,1418
210,/small.c,1417
220,/small.c,1417
221,/small.c,1412
221,/small.c,1399
