Time(s),File,Token Count
6,/small.c,32449
13,/small.c,31081
20,/small.c,30487
26,/small.c,30877
35,/small.c,30725
41,/small.c,30708
46,/small.c,30741
49,/small.c,30824
73,/small.c,31000
82,/small.c,30895
93,/small.c,30784
102,/small.c,30695
108,/small.c,29984
115,/small.c,29904
120,/small.c,29824
125,/small.c,29672
129,/small.c,26689
133,/small.c,21067
145,/small.c,20994
146,/small.c,20949
148,/small.c,20898
149,/small.c,20853
151,/small.c,20813
152,/small.c,20772
154,/small.c,20698
156,/small.c,16243
157,/small.c,16200
159,/small.c,15965
167,/small.c,15274
171,/small.c,15000
171,/small.c,14880
184,/small.c,14531
185,/small.c,14499
186,/small.c,14457
187,/small.c,14453
189,/small.c,14401
192,/small.c,14258
193,/small.c,14364
196,/small.c,14263
197,/small.c,14165
199,/small.c,13823
205,/small.c,13725
207,/small.c,13567
217,/small.c,13337
218,/small.c,12927
219,/small.c,12455
222,/small.c,12305
228,/small.c,12295
229,/small.c,12285
230,/small.c,12315
232,/small.c,12306
233,/small.c,12298
235,/small.c,12286
236,/small.c,12318
237,/small.c,12306
239,/small.c,12356
240,/small.c,12415
241,/small.c,12403
243,/small.c,12386
244,/small.c,12377
245,/small.c,12359
247,/small.c,12345
249,/small.c,12311
251,/small.c,12293
252,/small.c,12279
254,/small.c,12261
256,/small.c,12228
258,/small.c,12205
259,/small.c,12186
261,/small.c,11817
263,/small.c,11771
265,/small.c,11685
267,/small.c,11663
269,/small.c,11630
271,/small.c,11245
279,/small.c,11191
280,/small.c,10617
282,/small.c,10569
288,/small.c,10327
292,/small.c,10188
307,/small.c,10163
314,/small.c,10085
320,/small.c,10068
326,/small.c,10032
327,/small.c,10028
328,/small.c,9891
336,/small.c,9886
340,/small.c,9762
349,/small.c,9708
354,/small.c,9682
365,/small.c,9672
372,/small.c,9659
378,/small.c,9646
383,/small.c,9633
388,/small.c,9607
397,/small.c,9609
399,/small.c,9605
400,/small.c,9596
401,/small.c,9591
402,/small.c,9582
404,/small.c,9577
405,/small.c,9570
406,/small.c,9566
407,/small.c,9547
409,/small.c,9539
410,/small.c,9533
411,/small.c,9533
413,/small.c,9543
414,/small.c,9526
415,/small.c,9522
417,/small.c,9522
418,/small.c,9507
420,/small.c,9473
421,/small.c,9449
422,/small.c,9408
424,/small.c,9387
425,/small.c,9328
426,/small.c,9268
427,/small.c,9218
428,/small.c,9166
429,/small.c,9168
431,/small.c,9092
433,/small.c,9054
443,/small.c,9051
447,/small.c,8959
451,/small.c,8852
465,/small.c,8694
468,/small.c,8684
482,/small.c,8683
485,/small.c,8719
498,/small.c,8667
521,/small.c,8662
545,/small.c,8616
548,/small.c,8594
574,/small.c,8518
580,/small.c,8527
584,/small.c,7743
587,/small.c,5878
610,/small.c,5863
623,/small.c,5345
657,/small.c,5337
661,/small.c,5312
674,/small.c,5296
678,/small.c,5199
692,/small.c,5187
695,/small.c,3775
719,/small.c,3754
722,/small.c,3713
736,/small.c,3632
740,/small.c,3627
752,/small.c,3622
766,/small.c,3618
779,/small.c,2495
792,/small.c,2475
795,/small.c,2470
798,/small.c,2444
801,/small.c,2425
807,/small.c,2394
811,/small.c,2355
815,/small.c,2317
824,/small.c,2296
825,/small.c,2265
837,/small.c,2242
843,/small.c,2232
849,/small.c,2210
853,/small.c,2189
856,/small.c,2177
858,/small.c,2169
858,/small.c,2159
860,/small.c,2155
861,/small.c,2149
862,/small.c,2144
862,/small.c,2140
864,/small.c,2129
865,/small.c,2119
865,/small.c,2114
866,/small.c,2109
867,/small.c,2102
868,/small.c,2097
874,/small.c,2092
876,/small.c,2086
877,/small.c,2106
878,/small.c,2123
879,/small.c,2120
879,/small.c,2112
880,/small.c,2094
881,/small.c,2086
882,/small.c,2073
882,/small.c,2059
885,/small.c,2046
886,/small.c,2027
887,/small.c,2024
888,/small.c,2011
889,/small.c,2003
890,/small.c,1954
891,/small.c,1954
891,/small.c,1949
892,/small.c,1941
893,/small.c,1936
894,/small.c,1928
1045,/small.c,1908
1047,/small.c,1902
1048,/small.c,1898
1048,/small.c,1892
1049,/small.c,1885
1050,/small.c,1878
1051,/small.c,1864
1052,/small.c,1859
1053,/small.c,1850
1054,/small.c,1844
1055,/small.c,1838
1056,/small.c,1833
1056,/small.c,1826
1057,/small.c,1820
1058,/small.c,1813
1059,/small.c,1807
1060,/small.c,1798
1060,/small.c,1794
1061,/small.c,1787
1062,/small.c,1780
1070,/small.c,1655
1078,/small.c,1642
1231,/small.c,1633
1239,/small.c,1618
1244,/small.c,1619
1247,/small.c,1608
1398,/small.c,1527
1402,/small.c,1583
