Time(s),File,Token Count
5,/small.c,47481
17,/small.c,47189
22,/small.c,46774
48,/small.c,46746
86,/small.c,46703
98,/small.c,46684
111,/small.c,46661
136,/small.c,46584
149,/small.c,46554
165,/small.c,46521
180,/small.c,46488
196,/small.c,46469
213,/small.c,46421
229,/small.c,46271
246,/small.c,46215
260,/small.c,45998
288,/small.c,45880
305,/small.c,45865
323,/small.c,45834
358,/small.c,45764
375,/small.c,45704
393,/small.c,45676
413,/small.c,45675
431,/small.c,45642
448,/small.c,45611
468,/small.c,45545
485,/small.c,45499
503,/small.c,45447
520,/small.c,45399
537,/small.c,45351
554,/small.c,45272
570,/small.c,45215
586,/small.c,45149
601,/small.c,45092
615,/small.c,44949
631,/small.c,44887
645,/small.c,44833
659,/small.c,44780
673,/small.c,44727
687,/small.c,44673
702,/small.c,44600
717,/small.c,44527
731,/small.c,44470
745,/small.c,44398
759,/small.c,44319
800,/small.c,43249
808,/small.c,43113
817,/small.c,42395
825,/small.c,42387
834,/small.c,40814
842,/small.c,40439
850,/small.c,40314
858,/small.c,39540
867,/small.c,39473
874,/small.c,38893
882,/small.c,38871
893,/small.c,38054
902,/small.c,37820
923,/small.c,37817
931,/small.c,37816
938,/small.c,37724
945,/small.c,37671
952,/small.c,37553
959,/small.c,37109
966,/small.c,36956
982,/small.c,36715
989,/small.c,36283
996,/small.c,36192
1003,/small.c,35716
1010,/small.c,35490
1017,/small.c,35462
1026,/small.c,34777
1033,/small.c,34726
1041,/small.c,34268
1055,/small.c,34239
1059,/small.c,34215
1068,/small.c,33998
1073,/small.c,33961
1077,/small.c,33949
1081,/small.c,33937
1085,/small.c,33925
1089,/small.c,33910
1093,/small.c,33891
1097,/small.c,28796
1101,/small.c,28548
1104,/small.c,28531
1108,/small.c,28141
1114,/small.c,28120
1122,/small.c,28110
1126,/small.c,27883
1130,/small.c,27870
1145,/small.c,27849
1151,/small.c,27836
1157,/small.c,27829
1163,/small.c,27817
1170,/small.c,27804
1175,/small.c,27794
1182,/small.c,27779
1189,/small.c,27779
1196,/small.c,27774
1203,/small.c,27752
1211,/small.c,27722
1217,/small.c,27696
1225,/small.c,27653
1232,/small.c,27640
1239,/small.c,27616
1246,/small.c,27598
1254,/small.c,27574
1266,/small.c,26009
1272,/small.c,26009
1277,/small.c,25973
1283,/small.c,25932
1288,/small.c,25923
1307,/small.c,25816
1312,/small.c,25813
1317,/small.c,25809
1322,/small.c,25806
1328,/small.c,25799
1338,/small.c,25781
1343,/small.c,25773
1349,/small.c,25764
1354,/small.c,25766
1360,/small.c,25758
1365,/small.c,25755
1370,/small.c,25751
1375,/small.c,25746
1387,/small.c,25700
1394,/small.c,25700
1401,/small.c,25693
1408,/small.c,25678
1415,/small.c,25678
1422,/small.c,25668
1431,/small.c,25620
1436,/small.c,25601
1443,/small.c,25591
1451,/small.c,25586
1458,/small.c,25543
1465,/small.c,25503
1471,/small.c,25451
1478,/small.c,25392
1485,/small.c,25349
1491,/small.c,25306
1495,/small.c,25297
1501,/small.c,25246
1526,/small.c,25238
1529,/small.c,25188
1531,/small.c,24961
1545,/small.c,24950
1551,/small.c,24292
1554,/small.c,24285
1557,/small.c,24126
1559,/small.c,19110
1563,/small.c,19107
1574,/small.c,19104
1577,/small.c,18409
1580,/small.c,18404
1595,/small.c,18394
1599,/small.c,18381
1602,/small.c,16202
1605,/small.c,16178
1609,/small.c,13948
1610,/small.c,13948
1610,/small.c,13939
1611,/small.c,13929
1611,/small.c,13909
1612,/small.c,13874
1612,/small.c,10407
1613,/small.c,10389
1613,/small.c,10193
1614,/small.c,10193
1624,/small.c,10186
1626,/small.c,10181
1628,/small.c,10176
1633,/small.c,10171
1637,/small.c,10166
1640,/small.c,10161
1642,/small.c,10166
1646,/small.c,10161
1648,/small.c,10152
1659,/small.c,10150
1662,/small.c,10147
1663,/small.c,10140
1695,/small.c,10100
1717,/small.c,8980
1720,/small.c,8966
1741,/small.c,8902
1745,/small.c,8419
1749,/small.c,7007
1751,/small.c,7001
1772,/small.c,6996
1774,/small.c,6982
1816,/small.c,6980
1848,/small.c,6940
1870,/small.c,6689
1872,/small.c,6684
1883,/small.c,6577
1888,/small.c,6551
1891,/small.c,4969
1893,/small.c,4964
1895,/small.c,4959
1916,/small.c,4950
1918,/small.c,4932
1919,/small.c,4929
1961,/small.c,3921
1963,/small.c,3904
1975,/small.c,3890
1996,/small.c,3887
1998,/small.c,3867
2011,/small.c,3854
2013,/small.c,3851
2026,/small.c,3810
2028,/small.c,3792
2029,/small.c,3759
2029,/small.c,3739
2030,/small.c,3712
2030,/small.c,3655
2031,/small.c,3613
2031,/small.c,2763
2032,/small.c,2682
2033,/small.c,2678
2034,/small.c,2671
2034,/small.c,2649
2036,/small.c,2580
2036,/small.c,2552
2037,/small.c,2531
2038,/small.c,2508
2038,/small.c,2475
2039,/small.c,2460
2039,/small.c,2350
2041,/small.c,2231
2041,/small.c,2175
2042,/small.c,2130
2043,/small.c,2057
2046,/small.c,1922
2048,/small.c,1916
2049,/small.c,1909
2049,/small.c,1903
2050,/small.c,1897
2050,/small.c,1890
2051,/small.c,1877
2052,/small.c,1866
2052,/small.c,1852
2062,/small.c,1838
2069,/small.c,1817
2072,/small.c,1801
2074,/small.c,1788
2075,/small.c,1780
2076,/small.c,1761
2077,/small.c,1735
2077,/small.c,1733
2078,/small.c,1733
2088,/small.c,1687
2091,/small.c,1673
2097,/small.c,1678
2101,/small.c,1670
2104,/small.c,1627
2106,/small.c,1612
2108,/small.c,1605
2131,/small.c,1590
2133,/small.c,1579
2135,/small.c,1579
2197,/small.c,1550
2329,/small.c,1552
2329,/small.c,1550
2330,/small.c,1540
